{36.62307522807792, 0.}
{37.62307522807792, 2.33814361229517}
{38.62307522807792, 2.622052935883387}
{39.62307522807792, 2.669287048104635}
{40.62307522807792, 2.6772444125151202}
{41.62307522807792, 2.678600844270747}
{42.62307522807792, 2.6788346337863413}
{43.62307522807792, 2.6788753472802993}
{44.62307522807792, 2.6788825059077497}
{45.62307522807792, 2.678884301657903}
{46.62307522807792, 2.6788835510104088}
{47.62307522807792, 2.678883161185495}
{48.62307522807792, 2.6788833108236454}
{49.62307522807792, 2.678883449674894}
{50.62307522807792, 2.678871014876853}
{51.62307522807792, 2.6788828413915784}
{52.62307522807792, 2.678884366053784}
{53.62307522807792, 2.6788825693253693}
{54.62307522807792, 2.6788845881211243}
{55.62307522807792, 2.6788838461190356}
{56.62307522807792, 2.678883591738921}
{57.62307522807792, 2.67888211397139}
{58.62307522807792, 2.6788828414121464}
{59.62307522807792, 2.678882701718796}
{60.62307522807792, 2.6788833824071663}
{61.62307522807792, 2.6788133927448645}
{62.62307522807792, 2.6788809570972956}
{63.62307522807792, 2.6788837953894404}
{64.62307522807792, 2.6788710149309747}
{65.62307522807792, 2.678882157803245}
{66.62307522807792, 2.6788828414017423}
{67.62307522807792, 2.6788832117197976}
{68.62307522807792, 2.6788843660557196}
{69.62307522807792, 2.678883449807895}
{70.62307522807792, 2.6788824982334765}
{71.62307522807792, 2.6788823315185524}
{72.62307522807792, 2.6788840926526487}
{73.62307522807792, 2.678883647105533}
{74.62307522807792, 2.6788835270939035}
{75.62307522807792, 2.6788817640491094}
{76.62307522807792, 2.678882334203516}
{77.62307522807792, 2.678883046746891}
{78.62307522807792, 2.6788822841255193}
{79.62307522807792, 2.6788804723611968}
{80.62307522807792, 2.6788811197733673}
{81.62307522807792, 2.6788802586586073}
{82.62307522807792, 2.6788843109729537}
{83.62307522807792, 2.6788809200201236}
{84.62307522807792, 2.6788912924428403}
{85.62307522807792, 2.678879496351205}
{86.62307522807792, 2.6788144048112374}
{87.62307522807792, 2.678885768591491}
{88.62307522807792, 2.678883137326713}
{89.62307522807792, 2.678884510364455}
{90.62307522807792, 2.6788839100939783}
{91.62307522807792, 2.6788836134258505}
